words,letterColor,corrAns,congruent,lettertest,corresp,neutral_trials.thisRepN,neutral_trials.thisTrialN,neutral_trials.thisN,neutral_trials.thisIndex,congruent_trials.thisRepN,congruent_trials.thisTrialN,congruent_trials.thisN,congruent_trials.thisIndex,incongruent_trials.thisRepN,incongruent_trials.thisTrialN,incongruent_trials.thisN,incongruent_trials.thisIndex,neutral_trials_2.thisRepN,neutral_trials_2.thisTrialN,neutral_trials_2.thisN,neutral_trials_2.thisIndex,congruent_trials_2.thisRepN,congruent_trials_2.thisTrialN,congruent_trials_2.thisN,congruent_trials_2.thisIndex,incongruent_trials_2.thisRepN,incongruent_trials_2.thisTrialN,incongruent_trials_2.thisN,incongruent_trials_2.thisIndex,two_back_trial.thisRepN,two_back_trial.thisTrialN,two_back_trial.thisN,two_back_trial.thisIndex,two_back_trial_.thisRepN,two_back_trial_.thisTrialN,two_back_trial_.thisN,two_back_trial_.thisIndex,text_4.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,inital_text.started,ready.started,instrText.started,resp.started,word.started,resp.keys,resp.corr,resp.rt,ready_2.started,instrText_2.started,ready_3.started,instrText_3.started,text.started,key_resp.started,key_resp.keys,key_resp.rt,bhastrika_vid.started,bhas_text.started,text_5.started,key_resp_6.started,key_resp_6.keys,key_resp_6.rt,text_7.started,key_resp_3.started,key_resp_3.keys,key_resp_3.corr,sound_2.started,key_resp_3.rt,sound_2.stopped,text_7.stopped,key_resp_3.stopped,text_8.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,text_3.started,participant,date,expName,psychopyVersion,frameRate,
black,black,x,1,,,,,,,0,18,18,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.83177309995517,408.83177309995517,x,1,0.5906709999544546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
black,black,x,1,,,,,,,0,19,19,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.94857639994007,409.94857639994007,x,1,0.5141973999561742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
black,black,x,1,,,,,,,0,20,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.9822262999369,410.9822262999369,x,1,0.5441454999381676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
blue,blue,b,1,,,,,,,0,21,21,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.04897879995406,412.04897879995406,b,1,1.2857683999463916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
black,black,x,1,,,,,,,0,22,22,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.8660198999569,413.8660198999569,x,1,0.6452054000692442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
blue,blue,b,1,,,,,,,0,23,23,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0328465999337,415.0328465999337,b,1,0.5100215999409556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
green,green,g,1,,,,,,,0,24,24,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.06629099999554,416.06629099999554,g,1,0.5479297999991104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
blue,blue,b,1,,,,,,,0,25,25,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.1332159000449,417.1332159000449,b,1,1.0174900999991223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
green,green,g,1,,,,,,,0,26,26,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.6833248999901,418.6833248999901,g,1,0.5152247999794781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
black,black,x,1,,,,,,,0,27,27,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.71690050000325,419.71690050000325,x,1,0.5621489000041038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
red,red,r,1,,,,,,,0,28,28,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.8003721999703,420.8003721999703,r,1,0.4382309000939131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
green,green,g,1,,,,,,,0,29,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.7672696999507,421.7672696999507,g,1,0.5512618999928236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
blue,blue,b,1,,,,,,,0,30,30,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.8506974000484,422.8506974000484,b,1,0.6674639999400824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
blue,blue,b,1,,,,,,,0,31,31,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.05098209995776,424.05098209995776,b,1,0.47712729999329895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
red,red,r,1,,,,,,,0,32,32,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.051113500027,425.051113500027,r,1,0.5712823999347165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
green,green,g,1,,,,,,,0,33,33,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.1511848999653,426.1511848999653,g,1,0.5191282000159845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
black,black,x,1,,,,,,,0,34,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.2014206999447,427.2014206999447,x,1,0.34904080000706017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
green,green,g,1,,,,,,,0,35,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.068233900005,428.068233900005,g,1,0.53849279996939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
red,red,r,1,,,,,,,0,36,36,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.13505469996016,429.13505469996016,r,1,0.37593940005172044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
black,black,x,1,,,,,,,0,37,37,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.0355297999922,430.0355297999922,x,1,0.4512841000687331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
black,black,x,1,,,,,,,0,38,38,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.0187273999909,431.0187273999909,x,1,0.47614300006534904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
red,red,r,1,,,,,,,0,39,39,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.0188837000169,432.0188837000169,r,1,0.4916272000409663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
green,green,g,1,,,,,,,0,40,40,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.0356909999391,433.0356909999391,g,1,0.5227221999084577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
green,green,g,1,,,,,,,0,41,41,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0860675999429,434.0860675999429,g,1,0.48099059995729476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
black,black,x,1,,,,,,,0,42,42,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.0859757999424,435.0859757999424,x,1,0.5604316999670118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
blue,blue,b,1,,,,,,,0,43,43,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.16993239999283,436.16993239999283,b,1,0.429021600051783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
blue,blue,b,1,,,,,,,0,44,44,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.10303660004865,437.10303660004865,b,1,0.647379899979569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
red,red,r,1,,,,,,,0,45,45,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.2698413999751,438.2698413999751,r,1,0.6649162000976503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
green,green,g,1,,,,,,,0,46,46,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.4533833999885,439.4533833999885,g,1,0.4650906000752002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
red,red,r,1,,,,,,,0,47,47,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.43693119997624,440.43693119997624,r,1,0.498913099989295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
red,red,r,1,,,,,,,0,48,48,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.4536960000405,441.4536960000405,r,1,0.49671069998294115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
green,green,g,1,,,,,,,0,49,49,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.47060180001426,442.47060180001426,g,1,0.5438088000519201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
red,blue,b,0,,,,,,,,,,,0,0,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.5379155999981,446.5379155999981,b,1,0.9006157000549138,,,443.0374890000094,443.0374890000094,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
green,black,x,0,,,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.971388499951,447.971388499951,x,1,0.6191822999389842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
blue,green,g,0,,,,,,,,,,,0,2,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.12207030004356,449.12207030004356,g,1,0.5965838000411168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
red,green,g,0,,,,,,,,,,,0,3,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.2384471000405,450.2384471000405,g,1,0.7757835999364033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
red,black,x,0,,,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.53874390001874,451.53874390001874,x,1,0.6844761000247672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
blue,green,g,0,,,,,,,,,,,0,5,5,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.75554100004956,452.75554100004956,g,1,0.8746779999928549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
blue,black,x,0,,,,,,,,,,,0,6,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.15575279993936,454.15575279993936,x,1,0.6846389999845996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
blue,red,r,0,,,,,,,,,,,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.37260150001384,455.37260150001384,r,1,0.5223226000089198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
green,blue,b,0,,,,,,,,,,,0,8,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.42281350004487,456.42281350004487,b,1,0.7923581999493763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
blue,black,x,0,,,,,,,,,,,0,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.73973589995876,457.73973589995876,x,1,0.739756099996157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
green,red,r,0,,,,,,,,,,,0,10,10,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.0066326999804,459.0066326999804,r,1,0.46451590000651777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
black,green,g,0,,,,,,,,,,,0,11,11,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.9900423999643,459.9900423999643,g,1,0.5126688000746071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
blue,green,g,0,,,,,,,,,,,0,12,12,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.0235851999605,461.0235851999605,g,1,0.8066986000631005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
green,blue,b,0,,,,,,,,,,,0,13,13,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.35704240005,462.35704240005,b,1,0.7854526999872178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
blue,red,r,0,,,,,,,,,,,0,14,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.67392009997275,463.67392009997275,r,1,0.5732641000067815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
green,red,r,0,,,,,,,,,,,0,15,15,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.77456489996985,464.77456489996985,r,1,0.5443656999850646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
black,blue,b,0,,,,,,,,,,,0,16,16,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.8409542000154,465.8409542000154,b,1,0.6464961000019684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
black,green,g,0,,,,,,,,,,,0,17,17,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.0077596999472,467.0077596999472,g,1,0.7511255999561399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
green,black,x,0,,,,,,,,,,,0,18,18,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.2913653999567,468.2913653999567,x,1,0.7472406999440864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
red,black,x,0,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.5415755000431,469.5415755000431,x,1,0.4807831000071019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
blue,red,r,0,,,,,,,,,,,0,20,20,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.54171949997544,470.54171949997544,r,1,0.5851287000114098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
green,red,r,0,,,,,,,,,,,0,21,21,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.6585777000291,471.6585777000291,r,1,0.5243324999464676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
green,black,x,0,,,,,,,,,,,0,22,22,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.7088254999835,472.7088254999835,x,1,0.6507706000702456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
black,blue,b,0,,,,,,,,,,,0,23,23,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.89228899998125,473.89228899998125,b,1,0.48247669998090714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
green,red,r,0,,,,,,,,,,,0,24,24,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.8925501999911,474.8925501999911,r,1,0.4506764999823645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
black,green,g,0,,,,,,,,,,,0,25,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.8759193000151,475.8759193000151,g,1,0.442984199966304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
blue,green,g,0,,,,,,,,,,,0,26,26,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.8428023000015,476.8428023000015,g,1,0.5316837000427768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
blue,green,g,0,,,,,,,,,,,0,27,27,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.8930159000447,477.8930159000447,g,1,0.41796830005478114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
black,blue,b,0,,,,,,,,,,,0,28,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.8430678000441,478.8430678000441,b,1,0.5239117000019178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
black,blue,b,0,,,,,,,,,,,0,29,29,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.893337000045,479.893337000045,b,1,0.3289943999843672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
red,black,x,0,,,,,,,,,,,0,30,30,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.74337959999684,480.74337959999684,x,1,0.5517157000722364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
green,red,r,0,,,,,,,,,,,0,31,31,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.82698490004987,481.82698490004987,r,1,0.507978199981153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
black,red,r,0,,,,,,,,,,,0,32,32,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.8604378999444,482.8604378999444,r,1,0.5464435999747366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
green,red,r,0,,,,,,,,,,,0,33,33,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.92715929995757,483.92715929995757,r,1,0.4473971000406891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
blue,green,g,0,,,,,,,,,,,0,34,34,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.8941394999856,484.8941394999856,g,1,0.5925901000155136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
green,red,r,0,,,,,,,,,,,0,35,35,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.01091089996044,486.01091089996044,r,1,0.667934300028719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
green,red,r,0,,,,,,,,,,,0,36,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.2111196999904,487.2111196999904,r,1,0.4758705999702215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
black,red,r,0,,,,,,,,,,,0,37,37,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.211222599959,488.211222599959,r,1,0.531121899955906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
red,blue,b,0,,,,,,,,,,,0,38,38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.2614711000351,489.2614711000351,b,1,0.513259100029245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
red,black,x,0,,,,,,,,,,,0,39,39,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.29506020003464,490.29506020003464,x,1,0.46373340010177344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
black,blue,b,0,,,,,,,,,,,0,40,40,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.2783532999456,491.2783532999456,b,1,0.504412499954924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
red,black,x,0,,,,,,,,,,,0,41,41,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.31186679995153,492.31186679995153,x,1,0.42249859997536987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
red,blue,b,0,,,,,,,,,,,0,42,42,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.2621676999843,493.2621676999843,b,1,0.43402329995296896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
red,green,g,0,,,,,,,,,,,0,43,43,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.22927430004347,494.22927430004347,r,0,0.5936019000364468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-31_13h55.17.573,divine,2022.2.5,59.923836795525055,
